"database_id","target_id","comparator_id","outcome_id","analysis_id","interaction_covariate_id","covariate_id","target_mean_before","comparator_mean_before","std_diff_before","target_mean_after","comparator_mean_after","std_diff_after"
"HIRA",763,680,661,1,NA,440921210,0.475,0.351,0.254,0.332,0.375,-0.089
"HIRA",763,680,661,1,NA,4103192210,0.015,0.06,-0.24,0.023,0.057,-0.174
"HIRA",763,680,661,1,NA,4329847210,0.015,0.06,-0.24,0.023,0.057,-0.174
"HIRA",763,680,661,1,NA,4354249210,0.015,0.06,-0.24,0.023,0.057,-0.174
"HIRA",763,680,661,1,NA,4239975210,0.018,0.063,-0.234,0.027,0.06,-0.162
"HIRA",763,680,661,1,NA,319844210,0.015,0.059,-0.233,0.023,0.055,-0.168
"HIRA",763,680,661,1,NA,312327210,0.015,0.058,-0.232,0.023,0.055,-0.166
"HIRA",763,680,661,1,NA,4178818210,0.995,0.962,0.229,0.99,0.965,0.17
"HIRA",763,680,661,1,NA,312327202,0.015,0.056,-0.222,0.023,0.053,-0.155
"HIRA",763,680,661,1,NA,201340210,0.892,0.814,0.221,0.808,0.826,-0.048
"HIRA",763,680,661,1,NA,36683564210,0.779,0.683,0.218,0.698,0.701,-0.005
"HIRA",763,680,661,1,NA,4095850210,0.166,0.094,0.214,0.107,0.103,0.013
"HIRA",763,680,661,1,NA,42537893210,0.166,0.094,0.214,0.107,0.103,0.013
"HIRA",763,680,661,1,NA,37016775210,0.166,0.095,0.212,0.107,0.104,0.011
"HIRA",763,680,661,1,NA,4181063210,0.992,0.961,0.211,0.986,0.964,0.143
"HIRA",763,680,661,1,NA,73553210,0.47,0.367,0.21,0.358,0.385,-0.056
"HIRA",763,680,661,1,NA,433596202,0.131,0.068,0.21,0.087,0.074,0.046
"HIRA",763,680,661,1,NA,4094343202,0.281,0.195,0.205,0.188,0.21,-0.056
"HIRA",763,680,661,1,NA,4094343210,0.281,0.195,0.204,0.188,0.211,-0.057
"HIRA",763,680,661,1,NA,4301699210,0.219,0.141,0.204,0.145,0.152,-0.018
"HIRA",763,680,661,1,NA,4134294210,0.812,0.726,0.203,0.738,0.741,-0.007
"HIRA",763,680,661,1,NA,4132088210,0.025,0.067,-0.2,0.032,0.063,-0.147
"HIRA",763,680,661,1,NA,4320791210,0.709,0.614,0.2,0.639,0.631,0.015
"HIRA",763,680,661,1,NA,4181064210,0.133,0.073,0.198,0.086,0.079,0.025
"HIRA",763,680,661,1,NA,257007210,0.698,0.608,0.192,0.63,0.624,0.012
"HIRA",763,680,661,1,NA,4223595210,0.698,0.608,0.192,0.63,0.624,0.012
"HIRA",763,680,661,1,NA,4223759210,0.698,0.608,0.192,0.63,0.624,0.012
"HIRA",763,680,661,1,NA,444187210,0.095,0.048,0.184,0.063,0.051,0.049
"HIRA",763,680,661,1,NA,432661210,0.784,0.704,0.183,0.705,0.72,-0.031
"HIRA",763,680,661,1,NA,257007202,0.676,0.588,0.183,0.612,0.604,0.018
"HIRA",763,680,661,1,NA,4117779210,0.196,0.13,0.18,0.131,0.14,-0.026
"HIRA",763,680,661,1,NA,138525210,0.133,0.078,0.179,0.09,0.083,0.026
"HIRA",763,680,661,1,NA,4181187210,0.872,0.807,0.178,0.825,0.818,0.019
"HIRA",763,680,661,1,NA,4216397202,0.121,0.07,0.174,0.077,0.076,0.003
"HIRA",763,680,661,1,NA,194133210,0.294,0.219,0.173,0.227,0.229,-0.004
"HIRA",763,680,661,1,NA,4216397210,0.121,0.07,0.172,0.077,0.076,0.001
"HIRA",763,680,661,1,NA,4225273210,0.276,0.205,0.168,0.207,0.214,-0.018
"HIRA",763,680,661,1,NA,201340202,0.769,0.695,0.167,0.687,0.708,-0.046
"HIRA",763,680,661,1,NA,4216185210,0.045,0.016,0.167,0.031,0.018,0.084
"HIRA",763,680,661,1,NA,4276360210,0.038,0.076,-0.166,0.045,0.075,-0.126
"HIRA",763,680,661,1,NA,75344202,0.095,0.052,0.165,0.064,0.057,0.028
"HIRA",763,680,661,1,NA,4006969210,0.766,0.694,0.164,0.693,0.708,-0.031
"HIRA",763,680,661,1,NA,260139210,0.608,0.527,0.164,0.529,0.541,-0.024
"HIRA",763,680,661,1,NA,4291025202,0.138,0.087,0.162,0.095,0.092,0.012
"HIRA",763,680,661,1,NA,260139202,0.606,0.526,0.161,0.528,0.54,-0.024
"HIRA",763,680,661,1,NA,4167096210,0.048,0.019,0.16,0.03,0.021,0.06
"HIRA",763,680,661,1,NA,4055224202,0.005,0.024,-0.16,0.005,0.024,-0.166
"HIRA",763,680,661,1,NA,4225273202,0.224,0.161,0.159,0.165,0.169,-0.011
"HIRA",763,680,661,1,NA,4208786210,0.224,0.162,0.158,0.156,0.172,-0.042
"HIRA",763,680,661,1,NA,134736210,0.314,0.244,0.157,0.255,0.255,-0.001
"HIRA",763,680,661,1,NA,261326202,0.126,0.181,-0.155,0.168,0.176,-0.021
"HIRA",763,680,661,1,NA,261326210,0.126,0.181,-0.155,0.168,0.176,-0.021
"HIRA",763,680,661,1,NA,4207187210,0.126,0.181,-0.155,0.168,0.176,-0.021
"HIRA",763,680,661,1,NA,317009210,0.173,0.119,0.155,0.142,0.124,0.055
"HIRA",763,680,661,1,NA,439674202,0.008,0.028,-0.155,0.009,0.028,-0.142
"HIRA",763,680,661,1,NA,439674210,0.008,0.028,-0.155,0.009,0.028,-0.142
"HIRA",763,680,661,1,NA,4010333202,0.065,0.032,0.155,0.059,0.034,0.121
"HIRA",763,680,661,1,NA,80824210,0.068,0.034,0.153,0.063,0.036,0.125
"HIRA",763,680,661,1,NA,4010333210,0.068,0.034,0.153,0.063,0.036,0.125
"HIRA",763,680,661,1,NA,4173335210,0.068,0.034,0.153,0.063,0.036,0.125
"HIRA",763,680,661,1,NA,4079750210,0.111,0.067,0.153,0.081,0.07,0.043
"HIRA",763,680,661,1,NA,4137275210,0.04,0.015,0.153,0.034,0.016,0.113
"HIRA",763,680,661,1,NA,4323893210,0.048,0.02,0.152,0.031,0.022,0.056
"HIRA",763,680,661,1,NA,194133202,0.269,0.205,0.151,0.208,0.214,-0.015
"HIRA",763,680,661,1,NA,435227210,0.043,0.079,-0.151,0.05,0.077,-0.113
"HIRA",763,680,661,1,NA,4185976210,0.113,0.07,0.151,0.072,0.077,-0.016
"HIRA",763,680,661,1,NA,4023317210,0.065,0.033,0.15,0.042,0.035,0.036
"HIRA",763,680,661,1,NA,4102562210,0.003,0.017,-0.15,0.001,0.018,-0.172
"HIRA",763,680,661,1,NA,4095852202,0.108,0.066,0.15,0.067,0.073,-0.021
"HIRA",763,680,661,1,NA,4029816210,0.04,0.016,0.149,0.034,0.016,0.11
"HIRA",763,680,661,1,NA,317009202,0.138,0.091,0.149,0.117,0.095,0.073
"HIRA",763,680,661,1,NA,4096315202,0.06,0.03,0.149,0.037,0.032,0.026
"HIRA",763,680,661,1,NA,442752202,0.389,0.319,0.148,0.333,0.329,0.009
"HIRA",763,680,661,1,NA,4029269210,0.033,0.064,-0.148,0.037,0.064,-0.125
"HIRA",763,680,661,1,NA,373852210,0.106,0.065,0.147,0.083,0.069,0.053
"HIRA",763,680,661,1,NA,80180210,0.183,0.13,0.147,0.13,0.137,-0.02
"HIRA",763,680,661,1,NA,436658210,0.03,0.06,-0.146,0.035,0.06,-0.115
"HIRA",763,680,661,1,NA,81379202,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,81379210,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,4184090210,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,4205509210,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,4217894210,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,4312492210,0.043,0.018,0.146,0.028,0.02,0.053
"HIRA",763,680,661,1,NA,255848210,0.276,0.344,-0.146,0.352,0.335,0.036
"HIRA",763,680,661,1,NA,4318404210,0.276,0.344,-0.146,0.352,0.335,0.036
"HIRA",763,680,661,1,NA,4178680210,0.188,0.135,0.146,0.133,0.142,-0.027
"HIRA",763,680,661,1,NA,441737210,0.085,0.049,0.146,0.059,0.053,0.027
"HIRA",763,680,661,1,NA,442752210,0.389,0.321,0.144,0.333,0.331,0.005
"HIRA",763,680,661,1,NA,4242411210,0.045,0.02,0.143,0.041,0.02,0.121
"HIRA",763,680,661,1,NA,378425202,0.113,0.072,0.143,0.1,0.074,0.092
"HIRA",763,680,661,1,NA,378425210,0.113,0.072,0.143,0.1,0.074,0.092
"HIRA",763,680,661,1,NA,75576202,0.116,0.074,0.142,0.103,0.077,0.091
"HIRA",763,680,661,1,NA,378253202,0.138,0.191,-0.142,0.171,0.186,-0.039
"HIRA",763,680,661,1,NA,378253210,0.138,0.191,-0.142,0.171,0.186,-0.039
"HIRA",763,680,661,1,NA,436230202,0.028,0.009,0.14,0.028,0.009,0.138
"HIRA",763,680,661,1,NA,436230210,0.028,0.009,0.14,0.028,0.009,0.138
"HIRA",763,680,661,1,NA,73842210,0.045,0.02,0.14,0.029,0.022,0.042
"HIRA",763,680,661,1,NA,4231746210,0.045,0.02,0.14,0.029,0.022,0.042
"HIRA",763,680,661,1,NA,4249170210,0.045,0.02,0.14,0.029,0.022,0.042
"HIRA",763,680,661,1,NA,138525202,0.08,0.047,0.139,0.053,0.048,0.02
"HIRA",763,680,661,1,NA,75053210,0.088,0.053,0.137,0.066,0.056,0.042
"HIRA",763,680,661,1,NA,4154739210,0.088,0.053,0.137,0.066,0.056,0.042
"HIRA",763,680,661,1,NA,45757697210,0.035,0.014,0.137,0.026,0.015,0.083
"HIRA",763,680,661,1,NA,4329041210,0.784,0.725,0.137,0.711,0.735,-0.053
"HIRA",763,680,661,1,NA,4190185210,0.942,0.907,0.135,0.894,0.914,-0.068
"HIRA",763,680,661,1,NA,374643202,0.106,0.068,0.135,0.099,0.069,0.108
"HIRA",763,680,661,1,NA,374643210,0.106,0.068,0.135,0.099,0.069,0.108
"HIRA",763,680,661,1,NA,73649202,0.018,0.004,0.134,0.011,0.004,0.08
"HIRA",763,680,661,1,NA,73649210,0.018,0.004,0.134,0.011,0.004,0.08
"HIRA",763,680,661,1,NA,81723210,0.018,0.004,0.134,0.011,0.004,0.08
"HIRA",763,680,661,1,NA,435613210,0.093,0.058,0.133,0.065,0.06,0.019
"HIRA",763,680,661,1,NA,444208210,0.663,0.6,0.132,0.608,0.609,-0.003
"HIRA",763,680,661,1,NA,4326403210,0.033,0.06,-0.132,0.037,0.06,-0.109
"HIRA",763,680,661,1,NA,4132926210,0.766,0.709,0.131,0.693,0.718,-0.055
"HIRA",763,680,661,1,NA,4028367210,0.05,0.083,-0.131,0.053,0.08,-0.109
"HIRA",763,680,661,1,NA,443732202,0.025,0.05,-0.131,0.028,0.05,-0.117
"HIRA",763,680,661,1,NA,4185932210,0.06,0.095,-0.13,0.067,0.092,-0.092
"HIRA",763,680,661,1,NA,259848202,0.055,0.029,0.13,0.049,0.03,0.099
"HIRA",763,680,661,1,NA,259848210,0.055,0.029,0.13,0.049,0.03,0.099
"HIRA",763,680,661,1,NA,4150129210,0.442,0.378,0.13,0.384,0.391,-0.015
"HIRA",763,680,661,1,NA,140648202,0.073,0.043,0.13,0.053,0.044,0.042
"HIRA",763,680,661,1,NA,140648210,0.073,0.043,0.13,0.053,0.044,0.042
"HIRA",763,680,661,1,NA,4080305210,0.073,0.043,0.13,0.053,0.044,0.042
"HIRA",763,680,661,1,NA,4215978210,0.073,0.043,0.13,0.053,0.044,0.042
"HIRA",763,680,661,1,NA,375292210,0.013,0.002,0.13,0.01,0.002,0.105
"HIRA",763,680,661,1,NA,4113399210,0.013,0.002,0.13,0.01,0.002,0.105
"HIRA",763,680,661,1,NA,4339468210,0.812,0.759,0.129,0.766,0.772,-0.013
"HIRA",763,680,661,1,NA,436070202,0.018,0.039,-0.129,0.024,0.039,-0.084
"HIRA",763,680,661,1,NA,436070210,0.018,0.039,-0.129,0.024,0.039,-0.084
"HIRA",763,680,661,1,NA,199074210,0.015,0.003,0.128,0.015,0.003,0.127
"HIRA",763,680,661,1,NA,4051004202,0.015,0.003,0.128,0.01,0.003,0.086
"HIRA",763,680,661,1,NA,4051004210,0.015,0.003,0.128,0.01,0.003,0.086
"HIRA",763,680,661,1,NA,4182007210,0.241,0.189,0.128,0.176,0.198,-0.057
"HIRA",763,680,661,1,NA,4291025210,0.241,0.189,0.128,0.176,0.198,-0.057
"HIRA",763,680,661,1,NA,4344500202,0.035,0.015,0.128,0.024,0.016,0.057
"HIRA",763,680,661,1,NA,4344500210,0.035,0.015,0.128,0.024,0.016,0.057
"HIRA",763,680,661,1,NA,4300243210,0.003,0.014,-0.127,0.002,0.014,-0.131
"HIRA",763,680,661,1,NA,42538046210,0.003,0.014,-0.127,0.002,0.014,-0.131
"HIRA",763,680,661,1,NA,196151210,0.226,0.175,0.127,0.202,0.18,0.056
"HIRA",763,680,661,1,NA,321588210,0.123,0.167,-0.126,0.139,0.164,-0.07
"HIRA",763,680,661,1,NA,4079750202,0.098,0.064,0.125,0.074,0.066,0.028
"HIRA",763,680,661,1,NA,444247210,0.02,0.006,0.125,0.019,0.006,0.112
"HIRA",763,680,661,1,NA,75897202,0.048,0.025,0.125,0.035,0.025,0.058
"HIRA",763,680,661,1,NA,4279139210,0.035,0.016,0.124,0.025,0.017,0.061
"HIRA",763,680,661,1,NA,437267202,0.003,0.014,-0.124,0.001,0.014,-0.144
"HIRA",763,680,661,1,NA,437267210,0.003,0.014,-0.124,0.001,0.014,-0.144
"HIRA",763,680,661,1,NA,4192640210,0.018,0.005,0.124,0.017,0.005,0.121
"HIRA",763,680,661,1,NA,4216185202,0.018,0.005,0.124,0.013,0.005,0.082
"HIRA",763,680,661,1,NA,4281232210,0.013,0.03,-0.124,0.014,0.03,-0.115
"HIRA",763,680,661,1,NA,76492210,0.023,0.008,0.123,0.014,0.008,0.057
"HIRA",763,680,661,1,NA,4084794202,0.023,0.008,0.123,0.014,0.008,0.057
"HIRA",763,680,661,1,NA,4084794210,0.023,0.008,0.123,0.014,0.008,0.057
"HIRA",763,680,661,1,NA,77963202,0.013,0.002,0.123,0.01,0.002,0.104
"HIRA",763,680,661,1,NA,77963210,0.013,0.002,0.123,0.01,0.002,0.104
"HIRA",763,680,661,1,NA,133857210,0.013,0.002,0.123,0.011,0.002,0.113
"HIRA",763,680,661,1,NA,4270490210,0.128,0.09,0.122,0.094,0.093,0.005
"HIRA",763,680,661,1,NA,4178431210,0.146,0.105,0.122,0.103,0.113,-0.032
"HIRA",763,680,661,1,NA,15003,0.063,0.036,0.122,0.064,0.036,0.126
"HIRA",763,680,661,1,NA,4324765210,0.121,0.084,0.122,0.089,0.088,0.003
"HIRA",763,680,661,1,NA,4296611202,0.045,0.023,0.121,0.044,0.024,0.109
"HIRA",763,680,661,1,NA,4296611210,0.045,0.023,0.121,0.044,0.024,0.109
"HIRA",763,680,661,1,NA,253506210,0.312,0.369,-0.121,0.38,0.361,0.039
"HIRA",763,680,661,1,NA,380397210,0.143,0.104,0.121,0.115,0.106,0.03
"HIRA",763,680,661,1,NA,436658202,0.005,0.018,-0.12,0.004,0.017,-0.135
"HIRA",763,680,661,1,NA,4176946210,0.269,0.218,0.119,0.196,0.229,-0.081
"HIRA",763,680,661,1,NA,4173027210,0.339,0.284,0.119,0.287,0.293,-0.011
"HIRA",763,680,661,1,NA,4145627210,0.038,0.018,0.119,0.033,0.018,0.096
"HIRA",763,680,661,1,NA,4024561210,0.06,0.035,0.118,0.042,0.038,0.016
"HIRA",763,680,661,1,NA,320741210,0.018,0.005,0.118,0.018,0.005,0.115
"HIRA",763,680,661,1,NA,435613202,0.055,0.031,0.118,0.038,0.033,0.028
"HIRA",763,680,661,1,NA,75344210,0.126,0.089,0.118,0.088,0.096,-0.028
"HIRA",763,680,661,1,NA,199866210,0.369,0.314,0.117,0.327,0.32,0.016
"HIRA",763,680,661,1,NA,4243161210,0.03,0.013,0.117,0.023,0.014,0.069
"HIRA",763,680,661,1,NA,4246695210,0.03,0.013,0.117,0.023,0.014,0.069
"HIRA",763,680,661,1,NA,195867202,0.01,0.001,0.117,0.012,0.001,0.133
"HIRA",763,680,661,1,NA,195867210,0.01,0.001,0.117,0.012,0.001,0.133
"HIRA",763,680,661,1,NA,260730202,0.01,0.001,0.117,0.007,0.001,0.093
"HIRA",763,680,661,1,NA,260730210,0.01,0.001,0.117,0.007,0.001,0.093
"HIRA",763,680,661,1,NA,4101918210,0.01,0.001,0.117,0.012,0.001,0.133
"HIRA",763,680,661,1,NA,4043371210,0.932,0.9,0.117,0.878,0.908,-0.096
"HIRA",763,680,661,1,NA,135473210,0.128,0.092,0.117,0.12,0.094,0.084
"HIRA",763,680,661,1,NA,199866202,0.364,0.31,0.116,0.322,0.316,0.015
"HIRA",763,680,661,1,NA,195856210,0.02,0.007,0.116,0.02,0.007,0.113
"HIRA",763,680,661,1,NA,318174210,0.02,0.007,0.116,0.019,0.007,0.102
"HIRA",763,680,661,1,NA,4175154202,0.02,0.007,0.116,0.015,0.007,0.08
"HIRA",763,680,661,1,NA,199074202,0.013,0.003,0.116,0.012,0.002,0.116
"HIRA",763,680,661,1,NA,37311784210,0.271,0.222,0.116,0.227,0.229,-0.005
"HIRA",763,680,661,1,NA,4132552210,0.508,0.45,0.116,0.464,0.459,0.009
"HIRA",763,680,661,1,NA,444108210,0.121,0.161,-0.115,0.131,0.159,-0.079
"HIRA",763,680,661,1,NA,4241110210,0.128,0.092,0.115,0.12,0.094,0.082
"HIRA",763,680,661,1,NA,43531034210,0.065,0.04,0.115,0.045,0.043,0.011
"HIRA",763,680,661,1,NA,439840210,0.023,0.008,0.115,0.014,0.009,0.046
"HIRA",763,680,661,1,NA,380397202,0.136,0.099,0.114,0.112,0.101,0.033
"HIRA",763,680,661,1,NA,201773210,0.146,0.108,0.114,0.123,0.111,0.038
"HIRA",763,680,661,1,NA,433516210,0.146,0.108,0.114,0.123,0.111,0.038
"HIRA",763,680,661,1,NA,26719202,0.028,0.012,0.114,0.02,0.012,0.065
"HIRA",763,680,661,1,NA,26719210,0.028,0.012,0.114,0.02,0.012,0.065
"HIRA",763,680,661,1,NA,4112534210,0.028,0.012,0.114,0.02,0.012,0.065
"HIRA",763,680,661,1,NA,4254103210,0.028,0.012,0.114,0.02,0.012,0.065
"HIRA",763,680,661,1,NA,197320202,0.018,0.005,0.113,0.015,0.006,0.095
"HIRA",763,680,661,1,NA,4143544210,0.224,0.178,0.113,0.176,0.185,-0.024
"HIRA",763,680,661,1,NA,4051476210,0.038,0.019,0.113,0.042,0.02,0.129
"HIRA",763,680,661,1,NA,4305500202,0.038,0.019,0.113,0.042,0.02,0.129
"HIRA",763,680,661,1,NA,4305500210,0.038,0.019,0.113,0.042,0.02,0.129
"HIRA",763,680,661,1,NA,42872416210,0.038,0.019,0.113,0.042,0.02,0.129
"HIRA",763,680,661,1,NA,4302739210,0.058,0.034,0.113,0.04,0.037,0.015
"HIRA",763,680,661,1,NA,4031019202,0.219,0.174,0.112,0.174,0.181,-0.019
"HIRA",763,680,661,1,NA,437409210,0.02,0.007,0.111,0.013,0.008,0.055
"HIRA",763,680,661,1,NA,37206800210,0.02,0.007,0.111,0.015,0.007,0.075
"HIRA",763,680,661,1,NA,443285210,0.005,0.016,-0.111,0.004,0.016,-0.126
"HIRA",763,680,661,1,NA,4027255210,0.07,0.101,-0.111,0.08,0.098,-0.065
"HIRA",763,680,661,1,NA,437833202,0.01,0.025,-0.111,0.009,0.024,-0.122
"HIRA",763,680,661,1,NA,437833210,0.01,0.025,-0.111,0.009,0.024,-0.122
"HIRA",763,680,661,1,NA,4142905202,0.015,0.004,0.111,0.011,0.004,0.078
"HIRA",763,680,661,1,NA,444429202,0.033,0.016,0.111,0.018,0.016,0.016
"HIRA",763,680,661,1,NA,4077081210,0.128,0.093,0.111,0.12,0.096,0.078
"HIRA",763,680,661,1,NA,435521210,0.003,0.012,-0.111,0.001,0.012,-0.135
"HIRA",763,680,661,1,NA,4032878210,0.003,0.012,-0.111,0.001,0.012,-0.134
"HIRA",763,680,661,1,NA,4094235210,0.003,0.012,-0.111,0.001,0.012,-0.135
"HIRA",763,680,661,1,NA,4174262202,0.003,0.012,-0.111,0.002,0.013,-0.117
"HIRA",763,680,661,1,NA,443410210,0.151,0.192,-0.111,0.195,0.186,0.023
"HIRA",763,680,661,1,NA,4241033202,0.045,0.025,0.11,0.043,0.026,0.096
"HIRA",763,680,661,1,NA,4241033210,0.045,0.025,0.11,0.043,0.026,0.096
"HIRA",763,680,661,1,NA,4063381210,0.319,0.269,0.11,0.286,0.276,0.022
"HIRA",763,680,661,1,NA,379019210,0.322,0.271,0.11,0.273,0.278,-0.01
"HIRA",763,680,661,1,NA,4319605210,0.322,0.271,0.11,0.273,0.278,-0.01
"HIRA",763,680,661,1,NA,141253202,0.068,0.098,-0.11,0.07,0.099,-0.106
"HIRA",763,680,661,1,NA,4028389210,0.153,0.195,-0.109,0.197,0.189,0.021
"HIRA",763,680,661,1,NA,4175297210,0.186,0.23,-0.109,0.227,0.224,0.008
"HIRA",763,680,661,1,NA,133835210,0.095,0.066,0.109,0.09,0.068,0.083
"HIRA",763,680,661,1,NA,197320210,0.018,0.006,0.108,0.015,0.006,0.089
"HIRA",763,680,661,1,NA,4001336202,0.018,0.006,0.108,0.009,0.006,0.033
"HIRA",763,680,661,1,NA,4001336210,0.018,0.006,0.108,0.009,0.006,0.033
"HIRA",763,680,661,1,NA,4126305210,0.018,0.006,0.108,0.015,0.006,0.089
"HIRA",763,680,661,1,NA,45769811210,0.018,0.006,0.108,0.009,0.006,0.033
"HIRA",763,680,661,1,NA,444207210,0.342,0.292,0.108,0.295,0.298,-0.008
"HIRA",763,680,661,1,NA,4333680202,0.003,0.011,-0.107,0.001,0.012,-0.132
"HIRA",763,680,661,1,NA,4333680210,0.003,0.011,-0.107,0.001,0.012,-0.132
"HIRA",763,680,661,1,NA,197605210,0.03,0.014,0.107,0.033,0.015,0.118
"HIRA",763,680,661,1,NA,4116811210,0.513,0.459,0.107,0.455,0.469,-0.029
"HIRA",763,680,661,1,NA,4031019210,0.221,0.178,0.107,0.175,0.185,-0.027
"HIRA",763,680,661,1,NA,4224742210,0.221,0.178,0.107,0.175,0.185,-0.027
"HIRA",763,680,661,1,NA,73008210,0.063,0.039,0.107,0.04,0.042,-0.011
"HIRA",763,680,661,1,NA,77079210,0.095,0.066,0.107,0.069,0.071,-0.007
"HIRA",763,680,661,1,NA,17003,0.038,0.02,0.107,0.029,0.02,0.063
"HIRA",763,680,661,1,NA,73075210,0.028,0.013,0.107,0.019,0.014,0.041
"HIRA",763,680,661,1,NA,4174520210,0.023,0.009,0.106,0.017,0.01,0.057
"HIRA",763,680,661,1,NA,4347544210,0.008,0.02,-0.106,0.005,0.02,-0.137
"HIRA",763,680,661,1,NA,36715555210,0.008,0.02,-0.106,0.005,0.02,-0.137
"HIRA",763,680,661,1,NA,36715970210,0.008,0.02,-0.106,0.005,0.02,-0.137
"HIRA",763,680,661,1,NA,374035210,0.201,0.16,0.106,0.182,0.164,0.048
"HIRA",763,680,661,1,NA,436073210,0.028,0.048,-0.106,0.031,0.046,-0.076
"HIRA",763,680,661,1,NA,4101480210,0.058,0.036,0.106,0.039,0.039,0.003
"HIRA",763,680,661,1,NA,4091513202,0.015,0.005,0.106,0.013,0.005,0.086
"HIRA",763,680,661,1,NA,4091513210,0.015,0.005,0.106,0.013,0.005,0.086
"HIRA",763,680,661,1,NA,439418210,0.43,0.378,0.105,0.403,0.388,0.031
"HIRA",763,680,661,1,NA,4289526202,0.43,0.378,0.105,0.403,0.388,0.031
"HIRA",763,680,661,1,NA,4289526210,0.43,0.378,0.105,0.403,0.388,0.031
"HIRA",763,680,661,1,NA,46271022210,0.005,0.016,-0.105,0.004,0.016,-0.121
"HIRA",763,680,661,1,NA,4248429210,0.171,0.133,0.105,0.155,0.136,0.052
"HIRA",763,680,661,1,NA,435783210,0.018,0.034,-0.105,0.02,0.033,-0.082
"HIRA",763,680,661,1,NA,4134440210,0.412,0.361,0.105,0.366,0.368,-0.004
"HIRA",763,680,661,1,NA,37311183210,0.013,0.027,-0.104,0.008,0.028,-0.152
"HIRA",763,680,661,1,NA,372409210,0.055,0.034,0.104,0.038,0.037,0.006
"HIRA",763,680,661,1,NA,4001450202,0.048,0.028,0.104,0.033,0.03,0.014
"HIRA",763,680,661,1,NA,4001450210,0.048,0.028,0.104,0.033,0.03,0.014
"HIRA",763,680,661,1,NA,195306202,0.141,0.107,0.104,0.118,0.11,0.026
"HIRA",763,680,661,1,NA,195306210,0.141,0.107,0.104,0.118,0.11,0.026
"HIRA",763,680,661,1,NA,45772120210,0.141,0.107,0.104,0.118,0.11,0.026
"HIRA",763,680,661,1,NA,76784202,0.008,0.001,0.104,0.007,0.001,0.1
"HIRA",763,680,661,1,NA,76784210,0.008,0.001,0.104,0.007,0.001,0.1
"HIRA",763,680,661,1,NA,320741202,0.008,0.001,0.104,0.009,0.001,0.114
"HIRA",763,680,661,1,NA,376961210,0.008,0.001,0.104,0.004,0.001,0.063
"HIRA",763,680,661,1,NA,432768202,0.008,0.001,0.104,0.007,0.001,0.094
"HIRA",763,680,661,1,NA,432768210,0.008,0.001,0.104,0.007,0.001,0.094
"HIRA",763,680,661,1,NA,432870202,0.008,0.001,0.104,0.013,0.001,0.15
"HIRA",763,680,661,1,NA,439256202,0.008,0.001,0.104,0.008,0.001,0.106
"HIRA",763,680,661,1,NA,439256210,0.008,0.001,0.104,0.008,0.001,0.106
"HIRA",763,680,661,1,NA,4030292210,0.008,0.001,0.104,0.01,0.001,0.124
"HIRA",763,680,661,1,NA,4055341202,0.008,0.001,0.104,0.012,0.001,0.14
"HIRA",763,680,661,1,NA,4055341210,0.008,0.001,0.104,0.012,0.001,0.14
"HIRA",763,680,661,1,NA,4069935202,0.008,0.001,0.104,0.006,0.001,0.091
"HIRA",763,680,661,1,NA,4069935210,0.008,0.001,0.104,0.006,0.001,0.091
"HIRA",763,680,661,1,NA,4111964210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4114720202,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4114720210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4127380210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4134336210,0.008,0.001,0.104,0.004,0.001,0.061
"HIRA",763,680,661,1,NA,4137952210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4265995210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4265996210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4265997210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4267977210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4271124210,0.008,0.001,0.104,0.004,0.001,0.062
"HIRA",763,680,661,1,NA,4345593210,0.008,0.001,0.104,0.008,0.001,0.107
"HIRA",763,680,661,1,NA,46269732202,0.008,0.001,0.104,0.004,0.001,0.061
"HIRA",763,680,661,1,NA,46269732210,0.008,0.001,0.104,0.004,0.001,0.061
"HIRA",763,680,661,1,NA,193253210,0.043,0.024,0.104,0.037,0.025,0.072
"HIRA",763,680,661,1,NA,4189531210,0.03,0.015,0.104,0.027,0.015,0.084
"HIRA",763,680,661,1,NA,4092538202,0.008,0.019,-0.103,0.005,0.02,-0.135
"HIRA",763,680,661,1,NA,4092538210,0.008,0.019,-0.103,0.005,0.02,-0.135
